Classification,Year,Period,Period_desc.,Aggregate Level,Trade_flow,Reporter_code,Reporter,Reporter_ISO,Partner_code,Commodity_code,Commodity,Qty_unit_code,Qty_unit,Qty,Alt_qty_unit,Netweight_kg,Trade_value_usd
H5,2018,2018,2018,4,Import,642,Romania,ROU,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,84931746,84931746,41511307
H5,2018,2018,2018,4,Export,642,Romania,ROU,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,29290073,,13985817
H5,2018,2018,2018,6,Import,642,Romania,ROU,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,4270006,4270006,1895712
H5,2018,2018,2018,6,Export,642,Romania,ROU,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,9725815,,4231901
H5,2018,2018,2018,6,Import,642,Romania,ROU,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,3729136,3729136,1995533
H5,2018,2018,2018,6,Export,642,Romania,ROU,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1088914,1088914,723842
H5,2018,2018,2018,6,Import,642,Romania,ROU,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,2845586,2845586,1120481
H5,2018,2018,2018,6,Export,642,Romania,ROU,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,1015828,1015828,168922
H5,2018,2018,2018,6,Import,642,Romania,ROU,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,74087017,74087017,36499580
H5,2018,2018,2018,6,Export,642,Romania,ROU,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,17459516,17459516,8861150
H5,2018,2018,2018,4,Import,688,Serbia,SRB,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,18168016,18168016,4674248
H5,2018,2018,2018,4,Export,688,Serbia,SRB,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,11420650,11420650,4314293
H5,2018,2018,2018,6,Import,688,Serbia,SRB,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,13220213,13220213,3559034
H5,2018,2018,2018,6,Export,688,Serbia,SRB,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,3101680,3101680,847708
H5,2018,2018,2018,6,Import,688,Serbia,SRB,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,7238,7238,2745
H5,2018,2018,2018,6,Import,688,Serbia,SRB,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,1380384,1380384,260016
H5,2018,2018,2018,6,Export,688,Serbia,SRB,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,952060,952060,300554
H5,2018,2018,2018,6,Import,688,Serbia,SRB,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,3560181,3560181,852453
H5,2018,2018,2018,6,Export,688,Serbia,SRB,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,7366910,7366910,3166031
H5,2018,2018,2018,4,Import,699,India,IND,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,239158171,239158171,84447738
H5,2018,2018,2018,4,Export,699,India,IND,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,3223241,3223241,4184718
H5,2018,2018,2018,6,Import,699,India,IND,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,42039316,42039316,14812093
H5,2018,2018,2018,6,Export,699,India,IND,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,117580,117580,113214
H5,2018,2018,2018,6,Import,699,India,IND,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,46000,46000,31170
H5,2018,2018,2018,6,Export,699,India,IND,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1010000,1010000,947584
H5,2018,2018,2018,6,Import,699,India,IND,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,58932580,58932580,20294555
H5,2018,2018,2018,6,Export,699,India,IND,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,575696,575696,1271972
H5,2018,2018,2018,6,Import,699,India,IND,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,138140275,138140275,49309919
H5,2018,2018,2018,6,Export,699,India,IND,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1519965,1519965,1851946
H5,2018,2018,2018,4,Import,703,Slovakia,SVK,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,20871053,,9040226
H5,2018,2018,2018,4,Export,703,Slovakia,SVK,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,36378472,36378472,20160743
H5,2018,2018,2018,4,Re-Import,703,Slovakia,SVK,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,121549,121549,36038
H5,2018,2018,2018,6,Import,703,Slovakia,SVK,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,7238962,7238962,1847637
H5,2018,2018,2018,6,Export,703,Slovakia,SVK,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,9570460,9570460,2551307
H5,2018,2018,2018,6,Re-Import,703,Slovakia,SVK,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,66300,66300,10609
H5,2018,2018,2018,6,Import,703,Slovakia,SVK,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,425305,425305,60497
H5,2018,2018,2018,6,Export,703,Slovakia,SVK,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1482477,1482477,1752095
H5,2018,2018,2018,6,Import,703,Slovakia,SVK,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,3411543,3411543,1918896
H5,2018,2018,2018,6,Export,703,Slovakia,SVK,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,4568542,4568542,1472972
H5,2018,2018,2018,6,Import,703,Slovakia,SVK,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,9795243,,5213194
H5,2018,2018,2018,6,Export,703,Slovakia,SVK,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,20756993,20756993,14384368
H5,2018,2018,2018,6,Re-Import,703,Slovakia,SVK,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,55249,55249,25429
H5,2018,2018,2018,4,Import,705,Slovenia,SVN,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,89119050,89119050,26392690
H5,2018,2018,2018,4,Export,705,Slovenia,SVN,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,120960836,,37165739
H5,2018,2018,2018,4,Re-Import,705,Slovenia,SVN,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,64593,64593,6006
H5,2018,2018,2018,6,Import,705,Slovenia,SVN,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,62598431,62598431,12661793
H5,2018,2018,2018,6,Export,705,Slovenia,SVN,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,55551982,,17562031
H5,2018,2018,2018,6,Re-Import,705,Slovenia,SVN,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,20733,20733,5491
H5,2018,2018,2018,6,Import,705,Slovenia,SVN,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,85486,85486,22159
H5,2018,2018,2018,6,Export,705,Slovenia,SVN,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1410090,1410090,1044105
H5,2018,2018,2018,6,Import,705,Slovenia,SVN,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,494107,494107,276952
H5,2018,2018,2018,6,Export,705,Slovenia,SVN,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,889116,889116,198914
H5,2018,2018,2018,6,Import,705,Slovenia,SVN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,25941025,,13431786
H5,2018,2018,2018,6,Export,705,Slovenia,SVN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,63109647,,18360688
H5,2018,2018,2018,6,Re-Import,705,Slovenia,SVN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,43860,43860,514
H5,2018,2018,2018,4,Import,716,Zimbabwe,ZWE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,3207005,3207005,2177076
H5,2018,2018,2018,4,Export,716,Zimbabwe,ZWE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,3487904,3487904,705489
H5,2018,2018,2018,6,Import,716,Zimbabwe,ZWE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,1077000,1077000,1128403
H5,2018,2018,2018,6,Export,716,Zimbabwe,ZWE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,6663,6663,1407
H5,2018,2018,2018,6,Import,716,Zimbabwe,ZWE,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,221520,221520,131148
H5,2018,2018,2018,6,Import,716,Zimbabwe,ZWE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1908485,1908485,917524
H5,2018,2018,2018,6,Export,716,Zimbabwe,ZWE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,3481241,3481241,704082
H5,2018,2018,2018,4,Import,752,Sweden,SWE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,39735228,39735228,12132836
H5,2018,2018,2018,4,Export,752,Sweden,SWE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,75729625,75729625,16748661
H5,2018,2018,2018,6,Import,752,Sweden,SWE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,6670962,6670962,3760616
H5,2018,2018,2018,6,Export,752,Sweden,SWE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,28617096,28617096,5872299
H5,2018,2018,2018,6,Import,752,Sweden,SWE,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,557395,557395,324212
H5,2018,2018,2018,6,Export,752,Sweden,SWE,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,7415450,7415450,1391156
H5,2018,2018,2018,6,Import,752,Sweden,SWE,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,69000,69000,15192
H5,2018,2018,2018,6,Export,752,Sweden,SWE,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,952000,952000,290409
H5,2018,2018,2018,6,Import,752,Sweden,SWE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,32437870,32437870,8032814
H5,2018,2018,2018,6,Export,752,Sweden,SWE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,38745077,38745077,9194797
H5,2018,2018,2018,4,Import,757,Switzerland,CHE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,53803855,53803855,7108752
H5,2018,2018,2018,4,Export,757,Switzerland,CHE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,89775318,,19159856
H5,2018,2018,2018,6,Import,757,Switzerland,CHE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,10026040,10026040,3691336
H5,2018,2018,2018,6,Export,757,Switzerland,CHE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,19834720,,4321651
H5,2018,2018,2018,6,Import,757,Switzerland,CHE,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,191936,191936,65387
H5,2018,2018,2018,6,Export,757,Switzerland,CHE,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,3250255,3250255,1094779
H5,2018,2018,2018,6,Import,757,Switzerland,CHE,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,229399,229399,217278
H5,2018,2018,2018,6,Export,757,Switzerland,CHE,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,5527171,5527171,577348
H5,2018,2018,2018,6,Import,757,Switzerland,CHE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,43356480,43356480,3134750
H5,2018,2018,2018,6,Export,757,Switzerland,CHE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,61163171,61163171,13166077
H5,2018,2018,2018,4,Import,764,Thailand,THA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,552726632,552726632,72912665
H5,2018,2018,2018,4,Export,764,Thailand,THA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,190619833,190619833,121700076
H5,2018,2018,2018,4,Re-Export,764,Thailand,THA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,2613449,2613449,337373
H5,2018,2018,2018,4,Re-Import,764,Thailand,THA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,2763012,2763012,385412
H5,2018,2018,2018,6,Import,764,Thailand,THA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,168034768,168034768,16485385
H5,2018,2018,2018,6,Export,764,Thailand,THA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,4210131,4210131,1990246
H5,2018,2018,2018,6,Re-Export,764,Thailand,THA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,687089,687089,55720
H5,2018,2018,2018,6,Re-Import,764,Thailand,THA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,706624,706624,56806
H5,2018,2018,2018,6,Import,764,Thailand,THA,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,17694,17694,4562
H5,2018,2018,2018,6,Export,764,Thailand,THA,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,86238,86238,41827
H5,2018,2018,2018,6,Import,764,Thailand,THA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,807580,807580,118009
H5,2018,2018,2018,6,Export,764,Thailand,THA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,43687,43687,25994
H5,2018,2018,2018,6,Import,764,Thailand,THA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,383866589,383866589,56304708
H5,2018,2018,2018,6,Export,764,Thailand,THA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,186279776,186279776,119642008
H5,2018,2018,2018,6,Re-Export,764,Thailand,THA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1926360,1926360,281653
H5,2018,2018,2018,6,Re-Import,764,Thailand,THA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,2056388,2056388,328606
H5,2018,2018,2018,4,Import,807,North Macedonia,MKD,0,3915,"Waste, parings and scrap, of plastics",1,No Quantity,,0,3797051,1705289
H5,2018,2018,2018,4,Export,807,North Macedonia,MKD,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,5928547,5928547,2884448
H5,2018,2018,2018,6,Import,807,North Macedonia,MKD,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,369899,369899,177264
H5,2018,2018,2018,6,Export,807,North Macedonia,MKD,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,1711565,1711565,555901
H5,2018,2018,2018,6,Export,807,North Macedonia,MKD,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,2,2,11
H5,2018,2018,2018,6,Import,807,North Macedonia,MKD,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,164670,164670,42453
H5,2018,2018,2018,6,Import,807,North Macedonia,MKD,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",1,No Quantity,,0,3262482,1485571
H5,2018,2018,2018,6,Export,807,North Macedonia,MKD,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,4216980,4216980,2328536
H5,2018,2018,2018,4,Import,826,United Kingdom,GBR,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,115354265,115354265,68251424
H5,2018,2018,2018,4,Export,826,United Kingdom,GBR,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,638500613,,152701605
H5,2018,2018,2018,6,Import,826,United Kingdom,GBR,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,55120808,55120808,41990067
H5,2018,2018,2018,6,Export,826,United Kingdom,GBR,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,379269322,,81169865
H5,2018,2018,2018,6,Import,826,United Kingdom,GBR,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1866372,1866372,1473858
H5,2018,2018,2018,6,Export,826,United Kingdom,GBR,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,35264331,35264331,8360341
H5,2018,2018,2018,6,Import,826,United Kingdom,GBR,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,8436285,8436285,5323160
H5,2018,2018,2018,6,Export,826,United Kingdom,GBR,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,39399753,39399753,17358782
H5,2018,2018,2018,6,Import,826,United Kingdom,GBR,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,49930800,49930800,19464337
H5,2018,2018,2018,6,Export,826,United Kingdom,GBR,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,184567206,,45812616
H5,2018,2018,2018,4,Import,894,Zambia,ZMB,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,27635,27635,25221
H5,2018,2018,2018,4,Export,894,Zambia,ZMB,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1921035,1921035,302877
H5,2018,2018,2018,6,Export,894,Zambia,ZMB,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,101900,101900,10296
H5,2018,2018,2018,6,Import,894,Zambia,ZMB,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,2600,2600,15496
H5,2018,2018,2018,6,Export,894,Zambia,ZMB,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,86742,86742,3611
H5,2018,2018,2018,6,Import,894,Zambia,ZMB,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,25035,25035,9725
H5,2018,2018,2018,6,Export,894,Zambia,ZMB,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1732393,1732393,288969
H4,2018,2018,2018,4,Import,132,Cabo Verde,CPV,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1165,1165,2659
H4,2018,2018,2018,4,Import,268,Georgia,GEO,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,838556,838556,808531
H4,2018,2018,2018,4,Export,268,Georgia,GEO,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,795866,795866,162727
H4,2018,2018,2018,4,Import,484,Mexico,MEX,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,79290979,79290979,21467508
H4,2018,2018,2018,4,Export,484,Mexico,MEX,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,308979788,308979788,151308715
H4,2018,2018,2018,4,Export,498,Rep. of Moldova,MDA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,442714,442714,145760
H4,2018,2018,2018,4,Re-Export,498,Rep. of Moldova,MDA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,55499,55499,8748
H4,2018,2018,2018,4,Import,533,Aruba,ABW,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1,1,223
H4,2018,2018,2018,4,Import,608,Philippines,PHL,0,3915,"Waste, parings and scrap, of plastics",1,No Quantity,,0,11760790,6207891
H4,2018,2018,2018,4,Export,608,Philippines,PHL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,65116504,65116504,39570525
H4,2018,2018,2018,4,Import,682,Saudi Arabia,SAU,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,22662883,22662883,10636726
H4,2018,2018,2018,4,Export,682,Saudi Arabia,SAU,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,46410052,,16382511
H4,2018,2018,2018,4,Import,804,Ukraine,UKR,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,53425504,53425504,18645923
H4,2018,2018,2018,4,Export,804,Ukraine,UKR,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1253186,1253186,606966
H4,2018,2018,2018,4,Import,818,Egypt,EGY,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,9134670,9134670,5586526
H4,2018,2018,2018,4,Export,818,Egypt,EGY,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,3769,3769,1598
H4,2018,2018,2018,4,Import,882,Samoa,WSM,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,8271,8271,9881
H4,2018,2018,2018,4,Export,882,Samoa,WSM,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,455,455,135
H4,2018,2018,2018,6,Import,268,Georgia,GEO,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,1026,1026,410
H4,2018,2018,2018,6,Import,484,Mexico,MEX,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,21231057,21231057,4782428
H4,2018,2018,2018,6,Export,484,Mexico,MEX,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,51542297,51542297,28160627
H4,2018,2018,2018,6,Import,608,Philippines,PHL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,862785,862785,466974
H4,2018,2018,2018,6,Export,608,Philippines,PHL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,24338560,24338560,17784070
H4,2018,2018,2018,6,Import,682,Saudi Arabia,SAU,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,560359,560359,245365
H4,2018,2018,2018,6,Export,682,Saudi Arabia,SAU,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,43530142,,13766996
H4,2018,2018,2018,6,Import,804,Ukraine,UKR,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,24866329,24866329,6005972
H4,2018,2018,2018,6,Export,804,Ukraine,UKR,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,94720,94720,9472
H4,2018,2018,2018,6,Export,268,Georgia,GEO,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,127070,127070,21823
H4,2018,2018,2018,6,Import,484,Mexico,MEX,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,4544925,4544925,1735893
H4,2018,2018,2018,6,Export,484,Mexico,MEX,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,10278799,10278799,6623151
H4,2018,2018,2018,6,Export,608,Philippines,PHL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1392770,1392770,775787
H4,2018,2018,2018,6,Import,804,Ukraine,UKR,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,2725491,2725491,2323215
H4,2018,2018,2018,6,Export,268,Georgia,GEO,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,62707,62707,8041
H4,2018,2018,2018,6,Import,484,Mexico,MEX,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,19000710,19000710,4627259
H4,2018,2018,2018,6,Export,484,Mexico,MEX,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,8655110,8655110,2460456
H4,2018,2018,2018,6,Export,498,Rep. of Moldova,MDA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,62296,62296,11951
H4,2018,2018,2018,6,Re-Export,498,Rep. of Moldova,MDA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,55499,55499,8748
H4,2018,2018,2018,6,Import,608,Philippines,PHL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",1,No Quantity,,0,643629,291836
H4,2018,2018,2018,6,Export,608,Philippines,PHL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",1,No Quantity,,0,1672142,821916
H4,2018,2018,2018,6,Export,682,Saudi Arabia,SAU,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,677640,677640,647108
H4,2018,2018,2018,6,Import,804,Ukraine,UKR,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,520120,520120,102459
H4,2018,2018,2018,6,Export,804,Ukraine,UKR,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,11203,11203,2245
H4,2018,2018,2018,6,Import,882,Samoa,WSM,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,102,102,1258
H4,2018,2018,2018,6,Import,132,Cabo Verde,CPV,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1165,1165,2659
H4,2018,2018,2018,6,Import,268,Georgia,GEO,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,837530,837530,808120
H4,2018,2018,2018,6,Export,268,Georgia,GEO,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,606089,606089,132863
H4,2018,2018,2018,6,Import,484,Mexico,MEX,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,34514286,34514286,10321928
H4,2018,2018,2018,6,Export,484,Mexico,MEX,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,238503582,238503582,114064481
H4,2018,2018,2018,6,Export,498,Rep. of Moldova,MDA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,380418,380418,133809
H4,2018,2018,2018,6,Import,533,Aruba,ABW,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1,1,223
H4,2018,2018,2018,6,Import,608,Philippines,PHL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",1,No Quantity,,0,10254375,5449080
H4,2018,2018,2018,6,Export,608,Philippines,PHL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,37713031,37713031,20188752
H4,2018,2018,2018,6,Import,682,Saudi Arabia,SAU,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,22102524,22102524,10391361
H4,2018,2018,2018,6,Export,682,Saudi Arabia,SAU,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,2202270,2202270,1968407
